,type,count
1646,Ford 4-AT-D Tri-Motor,2
1647,DC-8-73CF,2
1648,Boeing 727-212,2
1649,Cessna C-98A Grand Caravan (208B),2
1650,Fairchild C-123 Provider,2
1651,Boeing 737-2Y5,2
1652,Fiat G.212,2
1653,Kaiser-Frazer C-119L Flying Boxcar,2
1654,DH-125-400A,2
1655,Fairchild C-119F Flying Boxcar,2
1656,Boeing 757-251 (WL),2
1657,Consolidated Catalina IVA (PBY-5),2
1658,Boeing 727-24C,2
1659,Nakajima/Douglas DC-2,2
1660,Martin JRM-3 Mars,2
1661,Sikorsky S-42,2
1662,Douglas R2D-1 (DC-2),2
1663,Convair CV-440-12,2
1664,Boeing 727-30,2
1665,Boeing 707-347C,2
1666,Boeing 707-138B,2
1667,DHC-8-202,2
1668,Douglas C-48 (DC-3),2
1669,Airbus A330-301,2
1670,Lockheed L-749A-79 Constellation,2
1671,Tupolev Tu-104,2
1672,Lockheed L-649 Constellation,2
1673,Canadair CL-44J,2
1674,Vickers 832 Viscount,2
1675,Douglas DC-2-210,2
1676,Boeing 737-4B6,2
1677,Douglas DC-3A-414,2
1678,Douglas DC-3-209,2
1679,Boeing 727-222,2
1680,Lockheed Lodestar II,2
1681,Boeing 737-883,2
1682,Grumman UF-1G Albatross,2
1683,Hawker Siddeley HS-125-400,2
1684,Douglas DC-3-455,2
1685,Antonov TVS-2MS,2
1686,Boeing 737-2A1C,2
1687,BAC One-Eleven 520FN,2
1688,Short Sunderland Mk III,2
1689,Antonov An-24 ?,2
1690,Boeing 727-2L5,2
1691,Lockheed B-34 Lexington,2
1692,Short S.25 Sandringham 2,2
1693,Boeing 727-227,2
1694,Douglas DC-8-52,2
1695,Boeing 707-340C,2
1696,Embraer P-95B Bandeirulha (EMB-111),2
1697,Boeing 737-2D6C,2
1698,Douglas DC-2-171,2
1699,Avro 688 Super Trader,2
1700,Ford 4-AT-.  Tri-Motor,2
1701,Boeing 727-286,2
1702,Hurel-Dubois HD.321,2
1703,SE-210 Caravelle IA,2
1704,Boeing 737-7Q8,2
1705,Kawasaki Ki-56,2
1706,DC-8-62AF,2
1707,Boeing 737-266,2
1708,Curtiss AT-32D Condor II,2
1709,Boeing 767-36NER,2
1710,Boeing 727-51,2
1711,Savoia-Marchetti S.73P,2
1712,Short S.25 Sunderland GR.5,2
1713,Vickers 604 Viking 1B,2
1714,Fairchild SA227-DC Metro 23 (C-26B),2
1715,Airbus A340-211,2
1716,Boulton Paul P.71A,2
1717,Lockheed AC-130H Spectre,2
1718,BAC One-Eleven 527FK,2
1719,Cessna 208A Caravan 675,2
1720,Fairchild UC-123B Provider,2
1721,Handley Page HP-137 Jetstream 1,2
1722,Embraer ERJ 190AR (ERJ-190-100 IGW),2
1723,Boeing 737-2P5,2
1724,Avcen Jetpod,1
1725,Airbus A300B,1
1726,NAMC YS-11A-219,1
1727,Rockwell Sabreliner 70,1
1728,CASA C-212 Aviocar,1
1729,Concorde 102,1
1730,Boeing 737-89P (WL),1
1731,Handley Page Jetstream T.1,1
1732,Boeing 767-38EER,1
1733,Boeing 737-8FB (WL),1
1734,Boeing 777-328ER,1
1735,Handley Page HPR-7 Herald 207,1
1736,Antonov An-72P,1
1737,Douglas DC-3-294A,1
1738,Boeing 737-8EH,1
1739,Boeing 737-3W0,1
1740,Boeing 737-430,1
1741,Boeing 737-2M2C,1
1742,Boeing 737-300,1
1743,Bristol 175 Britannia 301,1
1744,Airbus A310-300,1
1745,Boeing 737-8GK (WL),1
1746,Harbin Yunshuji Y-11,1
1747,Bombardier BD-100 Challenger 350,1
1748,BAe BAe-748-347 Srs. 2A,1
1749,Boeing EC-135J,1
1750,Junkers F.24k2ay (G.24),1
1751,Boeing 717-23S,1
1752,DC-9-31F,1
1753,BN-2AÂ Islander,1
1754,Fokker F-27 Friendship 500CRF,1
1755,Nord 262A-32,1
1756,Convair VT-29C (CV-240),1
1757,Mohawk 298 (Nord 262),1
1758,Douglas DC-3A-228,1
1759,Dornier Do 28-G92 Turbo Skyservant,1
1760,Boeing 737-2V2,1
1761,Martin JRM-1 Mars,1
1762,Boeing 727-82,1
1763,GAF Nomad N.22SL,1
1764,Nord 262E,1
1765,CASA C-212-A2 Aviocar 100,1
1766,IPTN/CASA CN-235M-VIP,1
1767,Douglas TC-47K (DC-3),1
1768,IPTN/CASA CN-235MP-100M,1
1769,Fairchild C-119B-10-FA Flying Boxcar,1
1770,Macchi C.100,1
1771,Boeing 737-3M8 (QC),1
1772,Vickers C-90 Viscount (742D),1
1773,Lockheed C-130F Hercules,1
1774,Super Avia 14,1
1775,DHC-8-401Q Dash 8,1
1776,BN-2T Islander AL.1,1
1777,Boeing 737-75B,1
1778,BN-2B-20Â Islander,1
1779,Fokker F-28 Fellowship 3000R,1
1780,BAC One-Eleven 501EX,1
1781,Junkers G.31ba,1
1782,Ilyushin Il-12T,1
1783,BAe Nimrod MR.2P,1
1784,Douglas DC-3-197,1
1785,Convair CV-340-49,1
1786,Douglas AC-47/Basler 67,1
1787,Boeing 727-2B6F Adv.,1
1788,Douglas LC-47A (DC-3),1
1789,Beech B200 Catpass 250,1
1790,Boeing 777-266ER,1
1791,Hawker Siddeley HS-125-700A,1
1792,DC-8-63PF,1
1793,Lockheed WV-3 Super Constellation,1
1794,Boeing 737-86N,1
1795,Boeing 737-85R (WL),1
1796,Boeing 737-2M9,1
1797,Boeing 757-251,1
1798,Antonov An-74T,1
1799,Consolidated LB.30 Liberator II,1
1800,Boeing S.307B Stratoliner,1
1801,Douglas CC-129 Dakota (DC-3),1
1802,Boeing 737-76N (WL),1
1803,Boeing 747-8KZF,1
1804,Convair VT-29A (CV-240),1
1805,Lockheed KC-130R Hercules,1
1806,Saab 2000 AEW&C,1
1807,Potez 840,1
1808,Antonov An-32P,1
1809,Kaiser-Fraser C-119G Flying Boxcar,1
1810,Airbus A330-323X,1
1811,Vickers VC10 C.1K,1
1812,Lockheed C-121G Super Constellation (L-1049),1
1813,Fokker F-27 Friendship 300M,1
1814,Douglas DC-2-115J,1
1815,Short S.23 Empire Flying Boat Mk II,1
1816,BAe BAe-748-401 Srs. 2B LFD,1
1817,Boeing 747-209F,1
1818,Junkers R-42 (G.24),1
1819,Vickers 816 Viscount,1
1820,Douglas AC-47D (DC-3),1
1821,Fokker 100 ?,1
1822,Embraer C-95C Bandeirante (EMB-110P2),1
1823,Boeing 767-330ER,1
1824,Douglas C-50A (DC-3-401),1
1825,Boeing C-135A,1
1826,SE-210 Caravelle I,1
1827,Boeing 777-31HER,1
1828,Boeing 727-222F,1
1829,Boeing T-43A (737-200),1
1830,Boeing 707-328B,1
1831,Lockheed KC-130T Hercules,1
1832,Boeing 720-040B,1
1833,Douglas Dakota IIIS&R (DC-3),1
1834,Tupolev Tu-134 ?,1
1835,Sunderland Mk II,1
1836,Boeing 737-8H6 (WL),1
1837,Lockheed AC-130E Spectre,1
1838,Convair C-131B Samaritan,1
1839,Douglas VC-54G (DC-4),1
1840,Boeing 767-281,1
1841,Lockheed C-130H2 Hercules,1
1842,Boeing 777-36NER,1
1843,Dornier Do 28D Skyservant,1
1844,BAe BAe-748-310 Srs. 2A LFD,1
1845,Ilyuhsin Il-76TD,1
1846,Douglas VC-47H (DC-3),1
1847,Boeing 747SP-44,1
1848,DC-8-63AF,1
1849,Hawker Siddeley HS-125-403B,1
1850,DHC-5 Buffalo,1
1851,Hawker Siddeley DH-125-400A,1
1852,unknown jetliner,1
1853,Beech Tp 101 (200C Super King Air),1
1854,Lockheed L-1011-385-3 TriStar 500,1
1855,Boeing 737-81D (WL),1
1856,Boeing 737-281 Adv.,1
1857,Focke-Wulf Fw 200D-2,1
1858,Boeing 737-347 (SF),1
1859,NAMC YS-11A-301,1
1860,Harbin Yunshuji Y-12,1
1861,Lockheed MC-130P Combat Shadow,1
1862,SE-210 Caravelle 10B1R,1
1863,Let L-410UVP-E19A,1
1864,Embraer EMB-135ER (ERJ-135ER),1
1865,Alenia G-222,1
1866,Piaggio PD.808,1
1867,NAMC YS-11A-217,1
1868,Antonov An-140,1
1869,Vickers Viking C.2,1
1870,Embraer ERJ 190AR,1
1871,Gulfstream G650ER,1
1872,Kawasaki P-3C-II.5 Orion,1
1873,Vickers 491 Viking 1A,1
1874,Boeing 747-2B5F (SCD),1
1875,Shorts Sunderland IIIa,1
1876,Douglas C-49J-DO (DC-3-454),1
1877,Airbus A330-343E,1
1878,GAF Nomad N.22BFP,1
1879,Beech B300C Super King Air 350,1
1880,Fairchild FH-227,1
1881,Douglas DC-3-270,1
1882,PB2B-1 Catalina IVB,1
1883,Douglas DC-2-172,1
1884,Lockheed L-1049G-82-151 Super Constellation,1
1885,Boeing C-97L,1
1886,Ilyushin Il-112V,1
1887,Consolidated P4Y-2B Privateer,1
1888,Vickers 773 Viscount,1
1889,Curtiss TC-46A,1
1890,Douglas SC-47A (DC-3),1
1891,Boeing 737-838 (WL),1
1892,Boeing 707-121B,1
1893,Consolidated Tp 47 Canso (PBY-5A),1
1894,Douglas DC-3-391,1
1895,Short Sunderland 3,1
1896,Lockheed HC-130H7 Hercules,1
1897,Lockheed C-130D Hercules,1
1898,T-39D Sabreliner,1
1899,Boeing 757-23APF,1
1900,Boeing 747-45EF,1
1901,Handley Page HP.82 Hermes V,1
1902,Curtiss R-5C-1 (C-46),1
1903,Boeing 737-3M8 (WL),1
1904,Boeing 747-209B (SF),1
1905,Junkers G.38gi/fi,1
1906,Convair R4Y-1Z (CV-340),1
1907,Cessna 208 Supervan,1
1908,Boeing 727-22 (WL),1
1909,Airbus A340-541,1
1910,Antonov An-225,1
1911,Boeing 737-5L9,1
1912,Handley Page Hastings C.1A,1
1913,Boeing 747-258C,1
1914,Boeing 767-319ER,1
1915,Boeing 747-123F (SCD),1
1916,Boeing 777-237LR,1
1917,Tupolev ANT-20 Maxim Gorky,1
1918,Oakland Centaurus,1
1919,Boeing 737-3M8,1
1920,Boeing 777-246ER,1
1921,Junkers G.24he,1
1922,DHC-7-110,1
1923,Boeing 777-236,1
1924,Fiat G.12CA,1
1925,Handley Page HPR-7 Herald 201,1
1926,Lockheed VC-60A Lodestar,1
1927,CASA C-212-AB10 Aviocar 300,1
1928,Boeing 737-244,1
1929,Dornier Do 128-G92 Turbo Skyservant,1
1930,Fairchild C-82 Packet,1
1931,Consolidated P4Y-2G Super Privateer,1
1932,Boeing 757-2Q8,1
1933,Boeing 747-409F,1
1934,BAe BAe-748-353 Srs. 2A,1
1935,Vickers 755D Viscount,1
1936,Boeing 737-5U3,1
1937,Douglas XC-47C-DL (DC-3),1
1938,Boeing 737-286,1
1939,BAe BAe-748-501 Srs. 2B,1
1940,Boeing 737-497,1
1941,Sabca (Handley Page) W.8B,1
1942,Boeing 737-3B7 (SF),1
1943,DH-114 Riley Heron 2E/A1,1
1944,Ilyushin Il-20M,1
1945,Avro RJ70,1
1946,Howard Cargo Harpoon,1
1947,Alenia G-222SAA,1
1948,Basler Turbo 67,1
1949,Dornier Do 128-6MPA Turbo Skyservant,1
1950,Cessna UC-35A (Cessna 560 Citation V Ultra),1
1951,Boeing 737-2A9C,1
1952,Beech 300 King Air (MARSS),1
1953,NAMC YS-11-102,1
1954,Avro 748-106 Srs. 1A,1
1955,Lockheed C-56B-LO Lodestar,1
1956,Fairchild UC-123B-6-FA Provider,1
1957,Ford 5-AT-DS Tri-Motor,1
1958,Viking DHC-6 Twin Otter 400,1
1959,LiorÃ© et Olivier 212,1
1960,Lockheed OP-3C Orion,1
1961,Embraer ERJ-190LR,1
1962,Consolidated KM-2 (PBN-1 Nomad),1
1963,Douglas DC-3A-399,1
1964,Bristol 170 Wayfarer II,1
1965,Vickers 644 Viking 1B,1
1966,Junkers Ju-52/3mba,1
1967,Vickers 813 Viscount,1
1968,DHC-8-103B,1
1969,Grumman TC-4C (G-159 Gulfstream I),1
1970,Airbus A300B4-120,1
1971,Boeing KC-135,1
1972,Shorts SC.7 Skyvan 3-400,1
1973,Boeing 737-33A (SF),1
1974,BAe BAe-748-435 Srs. 2B,1
1975,PZL An-28,1
1976,Boeing 720-025,1
1977,Ilyushin Il-96-300,1
1978,Boeing 747-267B,1
1979,Boeing 737-3K9,1
1980,Douglas DC-2-115M,1
1981,Antonov An-2Skh,1
1982,DH-114 Prinair Heron 2B,1
1983,Boeing 757-25C,1
1984,Handley Page Hastings,1
1985,Douglas DC-6B Tanker,1
1986,Avia 14-40,1
1987,CT-39E Sabreliner,1
1988,BAe BAe-748-398 Srs. 2B,1
1989,Douglas C-34 (DC-2),1
1990,Boeing 737-8K5 (WL),1
1991,Boeing 727-44,1
1992,Douglas AC-47B (DC-3),1
1993,Boeing 707-337C,1
1994,Shorts SC.7 Skyvan 3,1
1995,LiorÃ©-et-Olivier H.246,1
1996,BAC One-Eleven 523FJ,1
1997,Boeing 747-4B5,1
1998,Beech UC-12B Huron,1
1999,Boeing 727-222A,1
2000,Hawker Siddeley DH-125-3A,1
2001,Boeing 777-268,1
2002,Boeing 747-128,1
2003,KC-10A Extender,1
2004,BAe Nimrod R.1P,1
2005,Nord 262C-66,1
2006,Boeing 737-270C,1
2007,PZL MD-12,1
2008,Bombardier CRJ-900LR (CL-600-2D24),1
2009,Grob G.180A SPn,1
2010,Handley Page HPR.1 Marathon 1A,1
2011,Douglas DC-3-194H,1
2012,Vickers 838 Viscount,1
2013,DHC-8-315 Dash 8,1
2014,Douglas R3D-2 (DC-5),1
2015,Vickers 823 Viscount,1
2016,Boeing 727-51C,1
2017,Boeing 747-2U3B (SF),1
2018,Boeing 707-131F,1
2019,Boeing 747-312,1
2020,Douglas C-47 Pe're (DC-3),1
2021,BAe BAe-748-378 Srs. 2B,1
2022,SNCASE SE.161/1 Languedoc,1
2023,Lockheed Lodestar IA,1
2024,DC-10-40F,1
2025,Savoia-Marchetti SM-95B,1
2026,Junkers G.31fi,1
2027,Ilyushin Il-76MD Simorgh,1
2028,Antonov An-30D,1
2029,Boeing RC-135E Rivet Amber,1
2030,Dassault Falcon 50EX,1
2031,Short S.8/1 Calcutta,1
2032,Boeing 747-228B,1
2033,Vickers 620 Viking 1,1
2034,Fairchild C-119F-FA Flying Boxcar,1
2035,BAe BAe-748-400 Srs. 2B,1
2036,Boeing 737-214,1
2037,Rockwell CT-39G Sabreliner,1
2038,Junkers Ju-90V2,1
2039,Boeing 777-212ER,1
2040,Bristol 175 Britannia 302,1
2041,Vickers 807 Viscount,1
2042,IPTN/CASA CN-235M-10,1
2043,Boeing 737-8B6,1
2044,Junkers Ju-52/1mcai,1
2045,DC-9-32CF,1
2046,Vickers 630 Viscount,1
2047,Embraer,1
2048,Lockheed Martin KC-130J,1
2049,Tupolev Tu-124K,1
2050,Fairchild EC-82A Packet,1
2051,Junkers Ju-252A1,1
2052,Tupolev Tu-144S,1
2053,Lockheed NC-130F Hercules,1
2054,Douglas C-47M (DC-3),1
2055,Baade 152,1
2056,DHC-8-402Q (PF) Dash 8,1
2057,BAe BAe-748-399 Srs. 2B LFD,1
2058,Lockheed P2V-7S Neptune,1
2059,Boeing 737-2H4 Adv.,1
2060,Douglas C-50B (DC-3-397),1
2061,Boeing 720-058B,1
2062,Fokker F.XXXVI,1
2063,Douglas C-50C,1
2064,Fairchild SA227-CC Metro 23,1
2065,Vickers 818 Viscount,1
2066,Lockheed TC-121C Super Constellation,1
2067,Lockheed R5O-5 (Lodestar),1
2068,Convair CV-240-53 (C-131A),1
2069,Dornier 328 ?,1
2070,Shorts SC.7 Skyvan,1
2071,Lockheed C-57B-LO Lodestar,1
2072,A.W. AW-650 Argosy 102,1
2073,Boeing RC-135S Cobra Ball II,1
2074,Boeing RC-135T Rivet Dandy,1
2075,Boeing 737-209,1
2076,Douglas DC-8-55,1
2077,ATECO Westwind II,1
2078,Airbus A310-204,1
2079,Lockheed 414 Hudson III,1
2080,Canadair CC-109 Cosmopolitan,1
2081,IAI 1124Â Westwind,1
2082,Canadair CRJ-702,1
2083,SNCAC (Farman) NC.223.4,1
2084,Boeing 747-121A,1
2085,BN-2 Defender,1
2086,Tupolev Tu-204-100C,1
2087,Lockheed L-1049D Super Constellation,1
2088,Boeing 737-436 (SF),1
2089,Spectrum Aeronautical Spectrum 33,1
2090,Douglas DC-3-220A,1
2091,Beriev Be-30,1
2092,ATR 72-212 (F),1
2093,Boeing E-3C Sentry (707-300),1
2094,Viking Air DHC-6-400 Twin Otter,1
2095,Handley Page W.8g,1
2096,BAe-125 CC3 (HS-125-700),1
2097,Boeing 747-2D7B,1
2098,Dassault Falcon 20F-5B,1
2099,Boeing 737-2K2C,1
2100,Boeing 737-3L9,1
2101,Gulfstream G-V-SP (G550),1
2102,Ilyushin Il-114T,1
2103,Boeing 777-28EER,1
2104,Antonov An-72TK-100,1
2105,Bombardier CRJ-900LR,1
2106,CASA C-212-MR Aviocar 200,1
2107,Boeing 737-73V,1
2108,NAMC YS-11A-300F,1
2109,BAC One-Eleven 510ED,1
2110,Airbus A300B2-202,1
2111,Shin Meiwa US-1A,1
2112,Grumman SHU-16B Albatross,1
2113,Bristol 175 Britannia 312F,1
2114,Convair C-131D (CV-340),1
2115,Douglas C-53C (DC-3),1
2116,Boeing 727-287,1
2117,Douglas DC-2,1
2118,Rausch Super 18 Hudstar,1
2119,AÃ©rospatiale SN.600 Corvette,1
2120,Boeing 727-2J4,1
2121,Avro 691 Lancastrian C.2,1
2122,Douglas DC-3A-343B,1
2123,Douglas EC-47N,1
2124,Boeing 720-059B,1
2125,Airbus A300B4-620 ?,1
2126,Boeing 767-3BGER,1
2127,Boeing 727-2M7,1
2128,Grumman American G-1159 Gulfstream II TT,1
2129,Hawker Siddeley VU-93 (HS-125-403B),1
2130,Boeing 737-2H7C,1
2131,Boeing 747-244B (SF),1
2132,Felixstowe Fury,1
2133,DC-8-62H-AF,1
2134,Boeing 767-3D6,1
2135,Ilyushin Il-18D-40,1
2136,Boeing 737-86Q (WL),1
2137,Boeing EC-135C,1
2138,Douglas RC-47D,1
2139,Consolidated Catalina GR.IIA,1
2140,Boeing 737-112,1
2141,Fiat G.12LGA,1
2142,BN-2B-20 slander,1
2143,Boeing 747-131,1
2144,Vickers VC10-1100,1
2145,Boeing 757-256 (WL),1
2146,Boeing 737-58E,1
2147,BAe 3216 Jetstream 32,1
2148,Boeing 727-232F,1
2149,Airbus A320 ?,1
2150,Boeing 737-330 (QC),1
2151,Canadair CRJ-702ER,1
2152,Boeing P-8A Poseidon (737-8FV),1
2153,Boeing 737-36M,1
2154,NAMC YS-11A-600,1
2155,A.W. Argosy IA,1
2156,Boeing 767-209,1
2157,Short S.25 Sunderland,1
2158,Boeing 737-8HC (WL),1
2159,Avia 14(P),1
2160,Douglas C-47H,1
2161,Boeing 737-8GJ (WL),1
2162,BAC One-Eleven 320AZ,1
2163,Boeing 737-8F2,1
2164,Antonov An-140-100,1
2165,CASA C-212-M Aviocar 200,1
2166,Boeing 737 or 757,1
2167,Vickers 835 Viscount,1
2168,Tupolev Tu-134SKh,1
2169,Handley Page HPR-7 Herald 204,1
2170,Ilyushin Il-14RR,1
2171,Douglas DC-3-313D,1
2172,Martin P5B Marlin,1
2173,Dornier 228-212K,1
2174,Boeing 767-241ER,1
2175,Vickers Super VC10-1154,1
2176,Fokker F.32,1
2177,Boeing 747 or 777,1
2178,Boeing 737-2C0,1
2179,Bristol 175 Britannia 313,1
2180,Junkers Ju-90V3,1
2181,Boeing 747-2B3F (SCD),1
2182,Lockheed L-749 Constellation (VC-121B),1
2183,Dornier 228-200,1
2184,Boeing 737-241,1
2185,Consolidated PA-10 Catalina (PBY-5),1
2186,Boeing 727-2K3,1
2187,Lockheed C-130H3 Hercules,1
2188,Nord 262A-42,1
2189,Vickers 760D Viscount,1
2190,Boeing 737-2E1F,1
2191,Cessna U-27A Caravan I,1
2192,Boeing 737-248C,1
2193,Douglas DC-8-33AF,1
2194,Douglas DC-3-228F,1
2195,DC-10-10CF,1
2196,DH-114 Heron 2,1
2197,Douglas DC-3-214,1
2198,Boeing 737-852,1
2199,Boeing 747-228B (SCD),1
2200,Fairchild C-119 Flying Boxcar (R4Q-2),1
2201,Convair CV-340-54,1
2202,Boeing 737-8FH (WL),1
2203,Douglas C-32A (DC-2-120),1
2204,Boeing 767-3Y0ER,1
2205,Douglas DC-3A-269B,1
2206,Boeing 737-236A,1
2207,Tupolev Tu-144D,1
2208,Boeing 757-258ER,1
2209,Douglas C-49H (DC-3-228),1
2210,Focke-Wulf Fw 200C-4,1
2211,Lockheed Learstar 1,1
2212,Boeing 707-358B,1
2213,Short S.25 Sunderland 5,1
2214,Caproni Ca.133,1
2215,Junkers Ju-52/3mho,1
2216,Aero Spacelines 377MGT Mini Guppy Turbine,1
2217,Boeing 737-297,1
2218,Boeing 747-168B,1
2219,Boeing 757-2K2,1
2220,Learjet,1
2221,Convair VC-131H Samaritan (CV-580),1
2222,Short S.33 Empire Flying Boat,1
2223,Short Sunderland 5,1
2224,Douglas DC-3-194,1
2225,Boeing 727-230F,1
2226,DHC-8-402QPF Dash 8,1
2227,Junkers Ju-52/3mg11,1
2228,Vickers 808 Viscount,1
2229,Lockheed EC-121T Super Constellation,1
2230,LiorÃ©-et-Olivier H.246.1,1
2231,Douglas DC-3A-197B,1
2232,Douglas R4D-6L (DC-3),1
2233,Beech Hawker BH-125-600A,1
2234,Avro 688 Tudor 4B,1
2235,Bushmaster 2000,1
2236,Boeing 737-408,1
2237,Hawker Siddeley HS-125,1
2238,Embraer ERJ-170SE,1
2239,Embraer EMB-500 Phenom 100E,1
2240,CASA C-212-DE Aviocar 200,1
2241,Douglas DC-3-314B,1
2242,Consolidated 28-5MC Canso A,1
2243,Junkers G.24bi,1
2244,Lockheed C-130H-MP Hercules,1
2245,NAMC YS-11A-205,1
2246,Douglas DC-2-115K,1
2247,HESA IrAn-140,1
2248,Antonov An-74TK-100,1
2249,Ilyushin Il-14 ?,1
2250,CASA CN-235M-300,1
2251,IAI 1126 Galaxy,1
2252,Lascurain No.4 Aura,1
2253,Boeing 777-3DZER,1
2254,Boeing 757-225,1
2255,Boeing 757-204,1
2256,Fairchild AC-119G Shadow,1
2257,Eclipse 550,1
2258,Canadair CC-144A Challenger 601,1
2259,Boeing 727-30C,1
2260,Lockheed XP2V-1 Neptune,1
2261,SNCASO S.O.95M Corse III,1
2262,Boeing 767-375ER (BCF) (WL),1
2263,MD-81,1
2264,Sikorsky S-43W,1
2265,Boeing 757-324 (WL),1
2266,Dassault Falcon 20F-5,1
2267,DH-106 Comet 2R,1
2268,IAI Arava 102,1
2269,C-7 Caribou (DHC-4),1
2270,Vickers 759D Viscount,1
2271,NAMC YS-11A-621,1
2272,Convair CV-340-32,1
2273,Douglas VC-54Q (DC-4),1
2274,BAC One-Eleven 208AL,1
2275,Boeing 737-33A (QC),1
2276,Antonov An-26KPA,1
2277,Boeing 737-301,1
2278,Lockheed L-749-79-46 Constellation,1
2279,Learjet 40,1
2280,Shorts SC.7 Skyvan 3A-200,1
2281,Antonov An-3T,1
2282,Boeing 707-312B,1
2283,Lockheed Hercules C.3A (C-130K),1
2284,Boeing 747-271C (SCD),1
2285,Nord 262B-11,1
2286,Boeing 727-243F,1
2287,Boeing RC-135S Rivet Ball,1
2288,Boeing 737-49R,1
2289,Fokker F.IX,1
2290,Douglas DC-6F,1
2291,Douglas EC-54U (DC-4),1
2292,Beech MC-12W Liberty,1
2293,BAe-125-800SP,1
2294,T-39N Sabreliner,1
2295,Fairchild SA227-BC Metro III (C-26B),1
2296,Boeing 737-306,1
2297,Cessna 208 Cargomaster,1
2298,Boeing 727-276,1
2299,Boeing 737-7M2 (WL),1
2300,Boeing 737-2A6,1
2301,Lockheed L-1011-385-1-14 TriStar 150,1
2302,Boeing 747-412 (BCF),1
2303,Bristol 175 Britannia 101,1
2304,Antonov An-12 ?,1
2305,Nord 262A-29,1
2306,BAe BAe-748-352 Srs. 2B SCD,1
2307,Boeing 747-230F (SCD),1
2308,Lockheed HC-130P Hercules,1
2309,CASA CN-235-100,1
2310,Boeing 737-82R,1
2311,Savoia-Marchetti SM-95,1
2312,Grumman American G-1159 Gulfstream II SP,1
2313,Boeing 767-260ER,1
2314,Douglas DST-318 (DC-3),1
2315,Convair CV-240D (T-29),1
2316,Boeing EC-135K,1
2317,Embraer KC-390,1
2318,Consolidated Liberator C Mk VI,1
2319,Fiat G.212PW,1
2320,Bristol 175 Britannia 308F,1
2321,Vickers 953C Vanguard,1
2322,Boeing 727-193,1
2323,Gulfstream ?,1
2324,BAe-146-200QT,1
2325,Boeing 707-3J6C,1
2326,BAe 3101 Jetstream 31EP,1
2327,Boeing 727-224F,1
2328,Convair CV-240-5,1
2329,Airbus A321,1
2330,Lockheed 414-56-11 Hudson,1
2331,Douglas C-49K (DC-3-455),1
2332,Fairchild SA227-AT Merlin IVC,1
2333,Lockheed YMC-130H Hercules,1
2334,Shaanxi KJ-200 (Y-8),1
2335,Hawker Siddeley C-91 (HS-748-281 Srs. 2A LFD),1
2336,CASA C-212-A27 Aviocar 200,1
2337,Airbus A319-132,1
2338,Lockheed CP-140 Aurora,1
2339,Douglas C-53C Skytrooper (DC-3),1
2340,Boeing 747-228F,1
2341,Boeing 747-244B,1
2342,Douglas DC-3R,1
2343,DC-8-62 (F),1
2344,Boeing 737-38J,1
2345,Cessna C-98 Caravan I (208A),1
2346,Boeing 737-53C,1
2347,Boeing 747-306M,1
2348,Boeing 747-367,1
2349,Swearingen SA-226AT Merlin IV,1
2350,Douglas TC-47B,1
2351,Boeing 767-231ER,1
2352,Shorts JC-23A Sherpa (330),1
2353,Boeing 707-336B,1
2354,Boeing 747-236B,1
2355,Airbus A300B4-605R (F),1
2356,Let L-410UVP-E4,1
2357,Boeing 757-23N,1
2358,BAe BAe-748-371 Srs. 2B LFD,1
2359,Douglas EC-47Q (DC-3),1
2360,Douglas DC-2-199,1
2361,Handley Page HP.68 Hermes 1,1
2362,Embraer VC-97 Brasilia (EMB-120RT),1
2363,Douglas DC-3A-447,1
2364,Convair CV-340-62,1
2365,Caproni Ca.60 Noviplano,1
2366,Douglas XC-32 (DC-2),1
2367,BAe BAe-748-314 Srs. 2A,1
2368,Boeing 727-2F2 (F),1
2369,Lockheed C-130A-II Hercules,1
2370,Boeing 767-332ER,1
2371,Boeing 737-332,1
2372,Douglas DC-3-227B,1
2373,Douglas C-50-DO (DC-3),1
2374,Douglas DC-3-392,1
2375,Boeing 747-44AF (SCD),1
2376,Boeing 737-3A4,1
2377,Fokker F-28 Fellowship 1000C,1
2378,Yakovlev Yak-40KD,1
2379,Ilyushin Il-114,1
2380,Douglas R5D-4 (C-54E),1
2381,Airbus A330-342,1
2382,Douglas DC-3-270B,1
2383,Kalinin K-7,1
2384,ATR 42-200,1
2385,Douglas R4D (DC-3),1
2386,Douglas DC-4 Swingtail,1
2387,Learjet 75,1
2388,Boeing 747-209B,1
2389,Embraer EMB-550 Legacy 500,1
2390,Boeing 767-333ER (WL),1
2391,Boeing 737-330 (SF),1
2392,Boeing 777-35EER,1
2393,CASA C-212-A3 Aviocar 100,1
2394,Embraer EMB-145LI (ERJ-145LI),1
2395,Douglas DC-3S,1
2396,Boeing 757-23A,1
2397,Higgins Boat Co. C-46A-1-HI,1
2398,Beech B99A,1
2399,Avro Canada C102 Jetliner,1
2400,Boeing 747-412F (SCD),1
2401,Antonov An-30M,1
2402,Embraer ERJ-190LR (ERJ-190-100 LR),1
2403,Boeing 737-2T2,1
2404,Boeing 747-121SF,1
2405,Boeing 777-281,1
2406,Douglas Super R4D-8 (DC-3S),1
2407,Boeing 767-2S1ER,1
2408,Cessna 680A Citation Latitude,1
2409,Boeing 747SP-27,1
2410,Douglas DC-3-217B,1
2411,Vickers 668 Varsity,1
2412,Boeing 737-7Q8 (WL),1
